image,pillars_and_stances,pillar,stance_list,stance,caption,pillar_w_definition,prediction
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4615.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme features a collage of various items, including a speaker, a towel, a purse, and a CD. The text on the image reads ""I'm an NSF and I need to shower starter pack."" The entities in the image include a speaker, a towel, a purse, and a CD.
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4616.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The meme features a black and white image with text overlaid on it. The text reads ""Mum: u no need buy new sleeping clothes? Me: no need"" and ""My NS tee I've been using as sleep wear ever since I OD'd.""
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4618.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme features an image of a bag of frozen chicken nuggets with the text ""Sadia Frozen Chicken Nuggets"" written on it. The text appears to be in a foreign language, possibly Spanish or Portuguese.
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4629.jpg,"['Civil Defence', ['Supportive', 'Supportive', 'Supportive']]",Civil Defence,"['Supportive', 'Supportive', 'Supportive']",Supportive,"The meme features an image of a woman in a police uniform, holding up a sign that reads ""spreading lies about paramedics."" There is also a caption that reads ""SCOF responds to claim that 999 call operator hung up on woman, says paramedics were calm & polite.""
","Singapore's Civil Defence: Collective effort of the Singaporean society to spot signs of threats, respond effectively and recover quickly from crisis.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4632.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme features a black and white image of a tiger in a cage, surrounded by a fence. The text on the image reads, ""My friends mean nothing to me as long as I'm having a good time.""
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4639.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme features a picture of two girls sitting in front of a computer, one of them holding a can of soda. The text on the image reads ""NSP when they see chair in camp"" and ""NSP seeing chair in office.""
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4643.jpg,"['Digital Defence', ['Against', 'Against']]",Digital Defence,"['Against', 'Against']",Against,"The meme features a screenshot of a text message conversation between two people. The text reads, ""Raise your hand if you're not here"" and ""Great, everyone is here.""
","Singapore's Digital Defence: Being secure, alert and responsible online.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4647.jpg,"['Psychological Defence', ['Neutral', 'Neutral']]",Psychological Defence,"['Neutral', 'Neutral']",Neutral,"The image is a screenshot of a YouTube video, featuring a man with a mustache wearing a superhero costume. He is standing in front of a group of people, some of whom appear to be children. The text on the image reads, ""I'm not a hero, I'm just a dad.""
","Singapore's Psychological Defence: The will and resolve to defend the Singaporean way of life and interests, the fighting spirit to overcome challenges together.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4653.jpg,"['Civil Defence', ['Supportive', 'Supportive']]",Civil Defence,"['Supportive', 'Supportive']",Supportive,"The meme features two captions, one with the text ""Americans going to the police about race"" and the other with the text ""Singaporeans going to the police about race."" The captions are accompanied by an image of Gordon Ramsay, a British chef known for his cooking show ""Hell's Kitchen.""
","Singapore's Civil Defence: Collective effort of the Singaporean society to spot signs of threats, respond effectively and recover quickly from crisis.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4662.jpg,"['Economic Defence', ['Against', 'Against', 'Against']]",Economic Defence,"['Against', 'Against', 'Against']",Against,"The meme features two parallel lines with the text ""Parallel lines = Two lines which never meet"" and ""Example: Singaporeans Getting our CPF"" written on them. The lines are positioned next to each other, creating an interesting visual effect.
",Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4664.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The image features a black t-shirt with the text ""Land Pilot"" printed on it in white. The word ""Land"" is capitalized, while ""Pilot"" is in lower case. There is also a drawing of a car on the front of the shirt.
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",supportive
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4668.jpg,"['Digital Defence', ['Against', 'Against']]",Digital Defence,"['Against', 'Against']",Against,"The image features two men standing next to each other, one of them pointing at the other. The text on the image reads ""When you try to go anywhere without Trace together.""
","Singapore's Digital Defence: Being secure, alert and responsible online.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4677.jpg,"['Economic Defence', ['Against', 'Against']]",Economic Defence,"['Against', 'Against']",Against,"The meme features a black and white image of a family portrait, likely from the 16th or 17th century. The family members are dressed in formal attire and pose for the camera. The text on the image reads ""POV: People in Singapore who can buy HDD at 25 cents.""
",Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4679.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The meme features a man holding a gun and a walkie-talkie, with the text ""Time travel"" overlaid on the image. The entities in the image are the gun and the walkie-talkie.
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4687.jpg,"['Economic Defence', ['Neutral', 'Neutral']]",Economic Defence,"['Neutral', 'Neutral']",Neutral,"The meme features two cartoon characters, a man and a woman, sitting across from each other at a desk. The man is wearing a suit and tie, while the woman is dressed in business attire. They are both looking at a document on the desk.
",Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4689.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The meme features a picture of a woman with long hair, possibly a Game of Thrones character, and the text ""When your NSF (no strings attached) boyfriend asks if you'll stay by his side till he ODs"" overlaid on the image.
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4690.jpg,"['Economic Defence', ['Neutral', 'Neutral']]",Economic Defence,"['Neutral', 'Neutral']",Neutral,"The meme features an aerial view of a city skyline, with tall buildings and skyscrapers dominating the scene. The text on the image reads, ""You were my mind,"" and ""I was your HDB,"" which is a reference to public housing in Singapore.
",Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4694.jpg,"['Military Defence', ['Against', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Against']",Against,"The meme features a cartoon image of SpongeBob SquarePants holding a brain in one hand and a trash can in the other. The text on the image reads ""POV: You're going to enlist into NS"" (point of view: you're going to enlist into National Service).
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4702.jpg,"['Psychological Defence', ['Against', 'Against']]",Psychological Defence,"['Against', 'Against']",Against,"The meme features a photo of two men standing next to each other on a grassy field. One of the men is wearing a suit and tie, while the other is dressed casually. The caption reads ""Government me"" and ""My very own HUB that I grew up with after 50 years.""
","Singapore's Psychological Defence: The will and resolve to defend the Singaporean way of life and interests, the fighting spirit to overcome challenges together.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4706.jpg,"['Civil Defence', ['Neutral', 'Neutral']]",Civil Defence,"['Neutral', 'Neutral']",Neutral,"The image depicts a man on trial for allegedly raping a drunk woman after a Chinese New Year party at a KTV lounge. He is also claimed to have been involved in an accident. The caption reads, ""Police: The implication being that you somehow groped her and fell into her.""
","Singapore's Civil Defence: Collective effort of the Singaporean society to spot signs of threats, respond effectively and recover quickly from crisis.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4710.jpg,"['Digital Defence', ['Against', 'Against']]",Digital Defence,"['Against', 'Against']",Against,"The image depicts a courtroom scene with two men standing next to each other. One man is wearing a suit and tie, while the other is wearing a prison uniform. The caption reads ""Your honour, my client's traceTogether token was broken."" This indicates that the man in the prison uniform is the defendant, and the man in the suit is his lawyer.
","Singapore's Digital Defence: Being secure, alert and responsible online.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4711.jpg,"['Digital Defence', ['Against', 'Against', 'Against']]",Digital Defence,"['Against', 'Against', 'Against']",Against,"The meme features an image of a man sitting in a car, looking at his cell phone. The text on the image reads ""My CID monitoring officer when he can't see me anymore because I didn't restart the trace together app when the notification disappeared.""
","Singapore's Digital Defence: Being secure, alert and responsible online.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4719.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme features an image with the text ""Z stands for Zoot"" and ""True lajjo merchandise"" overlaid on top of a picture of a gun and a pair of sneakers. The gun is positioned in the center of the image, while the sneakers are to the left and right of the gun.
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",supportive
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4726.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The image is a comic strip featuring a group of people in a classroom. One person is holding up a sign that reads ""6 + 6 = 12,"" while another person holds up a sign that reads ""GOOD MORNING SGT MAJOR 1."" There are several other people in the scene, but their signs are not visible.
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4733.jpg,"['Civil Defence', ['Against', 'Against', 'Against']]",Civil Defence,"['Against', 'Against', 'Against']",Against,"The meme features a cartoon image of a man dressed in a suit and tie, with the text ""SPF spotcheck-passing selection matrix 2019 (coloured)"" overlaid on top. The text appears to be part of a report or document, indicating that it is related to sun protection and skin care.
","Singapore's Civil Defence: Collective effort of the Singaporean society to spot signs of threats, respond effectively and recover quickly from crisis.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4736.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme features an image of a man dressed in military attire, holding a gun. The text on the image reads ""bunch of guantanamo"" and ""last time no such thing okay"". The entities in the image include a gun, a military uniform, and a backpack.
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4738.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The image depicts a man in a military uniform standing next to a bed. The text on the image reads ""you wake up and see this, wwd?"" (which stands for ""what would you do?"").
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4739.jpg,"['Economic Defence', ['Against', 'Against', 'Against']]",Economic Defence,"['Against', 'Against', 'Against']",Against,"The meme features a black and white image with the text ""Born too late to enjoy a world without internet drama"" and ""Born too soon to be a tokidoki star"" overlaid on top of each other. The text is accompanied by the phrase ""Born just in time to potentially pay smmilie for a rude latte.""
",Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4741.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme features two images side by side, one with the text ""Enck"" and the other with the text ""NSFS"" overlaid on top of each other. There is also a person holding a cell phone in the image.
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4745.jpg,"['Psychological Defence', ['Against', 'Against']]",Psychological Defence,"['Against', 'Against']",Against,"The image features a man and a woman sitting at a table with microphones in front of them. The text on the image reads ""NDP"" and ""NDP FUN PACK."" The entities in the image are the man and woman sitting at the table.
","Singapore's Psychological Defence: The will and resolve to defend the Singaporean way of life and interests, the fighting spirit to overcome challenges together.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4746.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The image depicts a group of people pointing at a bald man's head, with the text ""Everyone when their friend goes to NS"" written on the image. The scene appears to be a humorous representation of the reactions of friends when someone decides to shave their head.
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4750.jpg,"['Economic Defence', ['Against', 'Against', 'Against']]",Economic Defence,"['Against', 'Against', 'Against']",Against,"The meme features a cartoon image of a man's head with different types of headaches, such as migraine, tension, and stress. The text on the image reads ""Types of Headaches: Migraine, Hypertension, Stress"" and ""HD & CFF making me pay extra for monthly mortgage.""
",Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4754.jpg,"['Civil Defence', ['Neutral', 'Neutral']]",Civil Defence,"['Neutral', 'Neutral']",Neutral,"The meme features a screenshot of a Facebook post with a caption that reads, ""That's not the hose they were looking for."" The post is accompanied by an image of a fire truck and a person wearing a firefighter's uniform. There are also several comments on the post, including one that reads, ""Help clean his hose.""
","Singapore's Civil Defence: Collective effort of the Singaporean society to spot signs of threats, respond effectively and recover quickly from crisis.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4760.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme features a cartoon image of a frog sitting on top of a toilet, surrounded by various objects. The text in the image reads ""SAF can you give me 10 pts for this?"" and ""Yeeees, like a boss."" The entities in the image include a toilet, a shower, and a towel.
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4766.jpg,"['Military Defence', ['Against', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Against']",Against,"The meme consists of two images side by side. In the first image, a large white dog is standing on a porch, and in the second image, the same dog is sitting on the porch. Both images have captions that read ""Soldier for NS"" and ""Not paying an allowance.""
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4768.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The image features a Spider-Man meme with the text ""Christmas exists. That one section mate"" overlaid on top of a picture of Spider-Man wearing a hat. The text appears to be sarcastic or humorous, implying that the existence of Christmas is not taken seriously by some people.
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4774.jpg,"['Psychological Defence', ['Neutral', 'Neutral']]",Psychological Defence,"['Neutral', 'Neutral']",Neutral,"The meme features a black and white cat sitting in front of a microphone, with the text ""The cat getting interviewed by CNN after the elections"" overlaid on the image.
","Singapore's Psychological Defence: The will and resolve to defend the Singaporean way of life and interests, the fighting spirit to overcome challenges together.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4776.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The meme features a black and white image with the text ""marching off for breakfast in camp"" overlaid on top of it. The text is accompanied by the words ""COS niggas: Oh, remember at cookhouse scan your"" underneath it. The image also includes the word ""RIC"" in the background.
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4779.jpg,"['Military Defence', ['Against', 'Against']]",Military Defence,"['Against', 'Against']",Against,"The meme features a cartoon image of two characters, one saying ""I don't know"" and the other saying ""I don't care."" The text on the image reads ""They say 1 in 3 people have STDs. I don't know. I don't care.""
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4781.jpg,"['Psychological Defence', ['Supportive', 'Supportive']]",Psychological Defence,"['Supportive', 'Supportive']",Supportive,"The meme consists of two images side by side. In the first image, there is a person sitting at a desk with headphones on, possibly listening to music or working on a project. The second image shows a list of songs, including ""Chillhop"" and ""Nap Rap Hip Hop Beats.""
","Singapore's Psychological Defence: The will and resolve to defend the Singaporean way of life and interests, the fighting spirit to overcome challenges together.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4783.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The meme features a cartoon image of Homer Simpson wearing a hat and holding a backpack. The text on the image reads ""Umpire: oi, you think that plant is good cover? You're dead.""
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4787.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The image is a comic strip featuring two cartoon characters, A and B, standing next to each other. They are both looking at their cell phones, with A's phone displaying the message ""You're sexy and you know it"" and B's phone displaying the message ""Do you want to go out with me?""
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4788.jpg,"['Military Defence', ['Against', 'Against']]",Military Defence,"['Against', 'Against']",Against,"The meme features a cartoon image of a man wearing a suit and tie, with the text ""Business is boomin'!"" overlaid on top. There is also a caption that reads ""Smart when they refuse to make ziploc a credit item just to sell at $0.30.""
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4794.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The image depicts a man and a woman lying in bed next to each other, with the man looking at the woman. The text on the image reads ""he's probably thinking of other girls"" and ""why is the NS Square a circle?""
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4795.jpg,"['Military Defence', ['Against', 'Against']]",Military Defence,"['Against', 'Against']",Against,"The meme features a black and white image of a man dressed in a suit and tie, standing in front of a car. The text on the image reads ""Mind: Eh, you no defemme t come save your NS, ah"" in Chinese, which translates to ""Mind: Eh, you don't have to come to save your NS, ah."" The entities in the image are the man and the car.
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4798.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The meme features a black and white image of Captain America with the text ""Random NSF that reported their sick and got an MC"" overlaid on top. The text is accompanied by the phrase ""How dare this son of a bitch.""
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4799.jpg,"['Social Defence', ['Against', 'Against']]",Social Defence,"['Against', 'Against']",Against,"The meme features a cartoon image of a man and a woman standing next to each other. The man is holding a cell phone, and the woman is looking at him. The text on the image reads ""You are now Chinese"" and ""Nathan's changed."" The entities in the image are the man and the woman.
","Singapore's Social Defence: Bonds that unite Singaporeans, built on trust and understanding among people of different races and religions, living in harmony and looking out for one another.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4807.jpg,"['Psychological Defence', ['Neutral', 'Neutral', 'Neutral']]",Psychological Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme features a black and white image of a woman singing, accompanied by the text ""NDP song you shouldn't sing during Hungry Ghost Month"" and ""There's spirit in the air.""
","Singapore's Psychological Defence: The will and resolve to defend the Singaporean way of life and interests, the fighting spirit to overcome challenges together.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4813.jpg,"['Economic Defence', ['Against', 'Against', 'Against']]",Economic Defence,"['Against', 'Against', 'Against']",Against,"The image features a man wearing a cowboy hat and a blue shirt, who appears to have been electrocuted. The caption reads ""AAGHHHHH PPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPP",Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4814.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme features a cartoon image of a group of people dressed in military uniforms, standing in a line. They are all smiling and looking at the camera. The text on the image reads ""Guardhouse queue at 1729 hrs.""
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4815.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The meme features a black and white image of a group of men running together, with the text ""There are 5 types of guys in NS"" overlaid on top.
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",supportive
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4818.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme features a cartoon image of a dog with text overlaid on it. The text reads ""Sigma BMT recruit"" and ""Weak NSF sign all-accident savings plan life insurance with all the MKR Chats."" The entities mentioned in the text are ""Sigma BMT"" and ""Weak NSF.""
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4819.jpg,"['Military Defence', ['Supportive', 'Supportive', 'Supportive']]",Military Defence,"['Supportive', 'Supportive', 'Supportive']",Supportive,"The meme features a collage of three images. The first image depicts a man wearing a red jacket and holding a sign that reads ""Home of the Gunners."" The second image shows the same man, but this time he is wearing a black jacket and holding a sign that reads ""Arsenal 1896."" The third image shows the same man, but this time he is wearing a blue jacket and holding a sign that reads ""Arsenal FC.""
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",supportive
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4821.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The meme features a black man laying on a bed, with a light shining over him. The text on the image reads ""What happened to the private first class rank"" in a sarcastic tone.
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4822.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The meme features an image of a Mercedes-Benz car with the words ""A stands for Andy"" written on it. There is also a person standing next to the car, holding a gun and saying ""People keep saying this name wherever I go.""
","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
